Gene	ER	ER.1	ER.2	ER.3	TNBC	ER.4	TNBC.1	ER.5	ER.6	ER.7	ER.8	ER.9	TNBC.2	ER.10	ER.11	TNBC.3	ER.12	ER.13	ER.14	ER.15	TNBC.4	ER.16	ER.17	ER.18	ER.19	TNBC.5	ER.20
SNX2	0.029698196	0.077620012	-0.072113214	0.328766094	0.170613501	0.380838599	-0.31434921	0.396707825	0.02878583	-0.143709864	0.225757393	-0.298597772	-0.069219765	0.268665607	0.030695031	-0.022810193	-0.137897472	0.169470435	0.428073878	0.041154529	0.369306793	-0.08818243	0.30834029	0.302596869	0.11675562	0.330059901	-0.011741204
SNX21	0.734852182	-0.548744958	-0.438179961	0.221740012	0.369961698	0.391020539	-0.305918774	0.378927535	0.034858869	0.361886481	-0.086664237	1.498316873	0.133589211	0.843796821	-0.169802511	-0.169868406	-0.093817784	-0.099073317	0.075753938	0.743421777	0.268035562	0.743795621	0.756892134	-0.180398897	1.187215838	-0.054834555	0.047014562
SNX24	-0.052933255	-0.056879022	-0.307989581	0.846408202	0.271944358	0.599962333	0.167925455	0.684750994	0.986843636	-3.457547251	0.492106619	-0.460458283	-0.297523917	0.31110112	-0.226920531	-0.365780074	0.346543618	0.134917424	0.285519884	NA	-0.072381927	0.097482041	-0.141984921	0.125335542	0.312007734	0.202407561	0.401737076
SNX27	0.813585097	-0.202838961	0.182215758	0.064703299	0.198458917	0.051407335	-0.30985201	0.267686831	-0.124152197	0.64155858	0.363883968	0.082090235	-0.009517573	0.262281015	-0.051035499	-0.142399403	-0.1545783	0.135510671	-0.009162843	0.293555809	-0.110514127	0.164037455	0.018158764	0.122168942	0.828776427	-0.150746216	0.079913752
SNX29	-0.130530737	0.101456943	0.364038966	0.24508933	0.515624748	0.328200923	-0.554072641	0.183951123	0.407352525	0.469732653	-0.00488261	-0.021446978	0.292953205	0.472686257	0.087014716	0.209093095	-0.194590766	0.278188549	0.127019097	0.106375985	0.251588936	0.263296531	0.146390447	-0.213359283	0.523231168	0.233424945	0.208367305
SNX3	0.104451322	-0.113046886	-0.044096137	0.490464016	0.302246928	0.315486736	-0.096989661	0.29486398	0.105129309	0.104285849	-0.037279275	0.234679347	0.244142641	0.583677828	0.040947662	0.167147663	-0.758392788	0.699907642	-0.150203627	0.634478591	0.16321171	-0.023311098	0.359089044	-0.027456359	0.383479943	0.215457996	0.104339781
SNX30	0.860877282	0.252482838	0.282339743	0.493198564	0.372510442	0.423696523	0.358885228	0.365783	0.033270793	0.054449002	-0.077575378	0.248552874	0.18417655	0.440861352	-0.192324646	0.19421843	-0.018562679	0.006432944	0.032807706	1.111981982	0.379748037	-0.042792542	0.165042359	-0.112039103	0.628605054	-0.08134526	0.33205525
SNX33	0.409784272	-0.279567586	0.034412837	0.13610206	0.253012521	0.205530761	0.081815398	0.388864735	0.613584049	0.805714627	0.083464192	1.37885503	0.114467213	1.244492624	0.047226438	-0.057432985	-0.323645446	0.067493504	-0.081131873	0.548964039	0.612683179	0.207660311	0.378795043	0.25524482	0.718562215	0.200251346	0.127400204
SNX4	0.514954522	-0.11572007	0.156660276	-0.017513483	0.132267792	0.31128444	0.084157854	0.356415983	0.211139384	0.472650206	-0.111328309	0.491708574	0.100118656	0.850328622	-0.403237033	0.172757713	-0.337775433	-0.134457718	0.345240849	0.88459016	0.394423952	0.174519792	0.266197898	0.298235451	0.484933092	0.257163267	0.373824928
SNX5	0.20601816	0.12553745	-0.240184296	0.174018695	-0.126713427	0.267527801	0.141154415	0.201848836	0.040474177	-0.509249146	-0.017794068	0.169561429	-0.100274782	0.205312598	-0.179714872	-0.116249098	-0.437603397	-0.124103594	0.377988256	0.296641375	-0.01090712	0.34468041	0.253955328	-0.138017279	0.155708909	0.243983918	0.074684415
SNX6	-0.056007349	0.20933579	-0.105588021	0.153727455	0.133619855	0.275876372	-0.839854794	0.172939941	0.051149875	-0.744236334	0.182782935	0.039684079	0.109129502	0.14033379	-0.143048803	0.084866524	-0.187545265	0.144402075	0.140855605	-0.143383893	0.095268877	-0.078767998	0.344850165	0.061982262	0.185171329	0.096020146	0.019231722
SNX7	-0.553799623	-0.616515017	-0.025551654	-0.351670128	0.129319301	0.141690488	-0.361031574	0.169144698	-0.242032881	-0.507466511	-0.3722107	0.345616384	-0.070641323	1.009638974	-0.348905176	-0.074404689	-0.731697286	-0.170672859	0.248006243	-0.141043103	-0.239719381	0.432354771	0.409389273	0.30356432	0.384289338	0.198788243	0.239490733
SNX8	-0.006002244	0.199472437	-0.294967744	0.287917308	-0.019414031	-0.059059859	-0.48577604	0.190944841	-0.280016473	0.579939785	-0.244236642	1.092923766	0.351153626	0.708844672	0.10823706	0.207104101	-0.590521184	-0.043145637	0.168611234	0.341062109	0.176244578	0.232855206	0.003852173	0.541617599	0.532392555	0.217207535	0.077939943
SNX9	0.783312208	-0.469243079	-0.018105366	-0.023812194	0.011544041	0.256005691	-0.693966856	0.240666896	-0.002524144	1.205415174	0.307036181	1.199797387	-0.239521614	1.354059044	0.224381948	-0.152660819	-0.718827912	0.273682082	-0.044961851	0.853635892	0.347741661	-0.045923597	0.268543418	-0.455025916	0.800227149	-0.006306574	0.257011349
SOAT1	-1.579238039	0.162620694	0.172486596	-0.60123752	-0.811514288	0.152353577	0.324731786	-0.566154292	-0.338348935	-1.497633675	-0.356877148	0.171929152	-0.064292938	-0.306212122	-0.746336594	-0.046608438	-0.105879081	0.152504678	0.102967621	-0.450048476	-1.271678119	0.401408716	-0.388473101	0.610113497	0.69214849	-0.092798836	-0.684209345
SOCS6	-0.489151859	0.157498361	0.021830276	-0.337862631	-0.758530664	-0.230765378	-0.374009265	-0.050923145	0.130881282	1.12972026	-0.231540471	-0.313151963	-0.226764288	-1.874889296	0.113639647	NA	-0.333059419	0.243876941	0.246765746	-1.378410323	-0.357949507	-0.033019898	-0.248211581	-0.458622173	-1.154375782	-0.33130051	0.105558239
SOD1	1.30999365	0.710617431	0.157922599	0.421841305	-0.169466236	0.250463871	-0.296208671	-0.73518653	0.22230053	-0.406763464	0.108641772	2.062641347	-0.383596587	1.102315065	-0.715973416	-0.441520934	0.635539997	-0.510554847	0.065679253	2.558286492	-0.551769	-0.183911416	-0.302171014	-0.113891943	2.04190596	-0.479677763	-0.426177805
SOD2	0.377514394	0.117954706	-0.371209712	0.810637298	-0.170528569	0.079239542	-0.104364338	0.478740393	-0.075193089	0.738997318	-0.119330403	0.898457375	0.010249444	1.310286414	-0.262378543	-0.006872574	-1.311561751	0.714396805	0.080569479	0.797034004	0.971226368	-0.260338784	-0.295655077	-0.407093837	0.928102202	0.963652129	-0.112786366
SOD3	1.264458678	-0.815741279	-0.650629503	0.625380922	0.677900057	0.508202616	-0.822706432	1.82274743	-0.855995202	0.024609726	-0.484642553	2.273849905	1.545128637	0.514327518	-0.588757706	1.133071968	-1.94916381	-0.096957075	0.517639629	2.403741394	-0.217662227	-0.016498265	1.278381159	-1.519186675	1.348312154	0.206949372	-0.133257991
SOGA1	-0.830284734	0.440892716	-0.182836763	-0.020451401	0.104877579	0.060479175	0.027905761	-0.170093208	0.116981061	-0.557962831	-0.086333082	-0.572909149	0.022125488	-0.529785703	0.126718475	-0.031261642	0.089151009	0.146478771	-0.358748562	-0.525421423	-0.322830691	0.054075156	-0.0916183	-0.228082181	-0.475822374	-0.175773234	0.225935847
SON	-0.360289828	0.527165481	0.272089027	0.016385476	0.005782322	0.06691077	0.055286106	-0.270839348	0.039574495	-0.649811701	-0.004540164	-0.373845383	0.011833424	-0.259120483	-0.098630128	0.009965982	0.127182732	-0.15662797	-0.004792865	-0.286609081	-0.030440864	0.041637428	-0.141457971	0.066709177	-0.291004886	0.056643594	0.108501886
SORBS1	0.393248598	-0.869750194	0.251455925	1.086739054	0.024084141	0.379018613	-0.94165077	0.73159341	-0.0112922	0.526391836	0.283976986	0.117847151	-0.336414328	0.144264488	0.241849929	-0.451198998	-0.110283074	0.616989578	0.208762416	1.08944298	-0.03460492	-0.199714767	0.999846624	-1.053359792	0.756619538	0.152285317	0.247906067
SORBS2	0.41296964	-0.841657163	-0.255715199	-0.476929117	0.847093172	0.01765099	-1.405937354	0.75888793	-0.492179126	-0.377309619	-0.184008809	-0.015784834	0.308209126	-0.489599044	-0.633058337	0.270908978	-0.048194384	0.721408722	0.356886097	-0.036971492	0.371200325	-0.5077033	1.047491645	0.219893732	0.447933602	1.32591589	-0.359453051
SORBS3	0.384958766	-0.122947995	-0.163281319	-0.129781516	-0.101722388	0.0379442	-0.315027935	0.539718007	-0.233671242	-0.00428209	0.178910194	-0.47662945	0.052226123	0.566406853	-0.037228706	0.049423317	-0.404053714	0.3597083	0.362054113	0.326645605	0.09396101	0.20661462	0.644071998	-0.500163836	0.088408868	-0.126344739	0.048747362
SORCS2	0.211359689	0.037459436	-0.131594922	0.179714764	0.097836845	0.85228911	-0.469704354	1.246682405	-0.01664596	1.01635929	0.840717362	2.345642155	-0.760635358	0.273396878	0.166060484	-0.066159749	-0.872769155	-0.559398368	0.34563212	NA	-1.533164363	-0.583230424	0.113072857	-0.555365046	-0.283417424	-0.119985611	0.636130561
SORD	-0.268564691	0.186258958	-0.279376417	-0.27174862	-0.404917787	-0.077665653	-0.338809635	-0.702369829	-0.035716244	0.010950443	0.316085011	-0.117605622	-1.102805256	-0.552999433	-0.032165325	-0.777840987	-0.33041177	-0.984455796	-0.110182681	-0.397893528	-0.173547128	0.179591213	-0.403506859	-1.185343761	-0.745750763	-0.89020172	-0.577665483
SORL1	0.286597167	0.149112386	0.190610141	-0.3068891	-0.288512548	-0.081261933	-0.357234119	0.275261255	0.027192099	-0.004758227	-0.695294323	-0.228582728	-0.145482514	0.084862307	0.094623649	-0.06522055	0.882014863	-0.254595919	0.867479964	0.334868168	-0.783352426	0.424435581	-0.175321225	-0.154586845	-0.43944463	0.020629653	-0.289625766
SORT1	-0.979152632	0.046942493	-0.190424574	-0.343197224	0.357115002	0.132152974	0.673905632	-0.053393176	-0.070412434	-0.588157961	-0.111000993	-0.18062105	-0.016793784	-0.36238689	-0.042679616	-0.046216152	0.527877893	-0.476469237	0.03564479	-0.44072353	-0.691128923	0.668986132	0.55378362	-0.458586661	-0.430236556	0.062120075	-0.37803614
SOS1	0.404543622	-0.256716714	-0.218061837	0.09178298	0.240919977	0.0576008	0.5449747	0.19218312	-0.008001784	0.752355562	-0.156884375	0.247207648	0.146764166	-0.261955419	0.025517805	0.20474454	-0.457458115	0.187445298	0.134703215	0.260838159	0.398029219	-0.047013646	-0.028614342	0.342279211	0.434774996	0.383918522	0.045973007
SOS2	0.396362499	-0.093126876	-0.289809349	0.142819972	0.13790187	0.059470535	0.550426577	0.306937712	0.176675921	1.132975785	-0.128675561	0.657932333	-0.143324562	0.239047297	-0.039575306	0.218833946	-0.120168457	0.072483334	-0.001840672	0.253479084	0.418210223	-0.057423619	0.086610167	0.090120678	0.552788698	0.301847599	0.094918812
SOWAHC	-0.444896748	0.256313571	0.593736445	0.005912898	0.192728272	0.163310681	-0.371132669	0.318104229	-0.115101745	-1.854348607	-0.128907281	-0.94167641	-0.014557081	-0.985751616	0.086892682	0.029868899	-0.05449959	0.156689158	-0.110974475	-0.205222426	-0.494379149	0.056116456	0.21183254	-0.797975177	-0.665125573	-0.070488456	-0.067508027
SOX10	0.227774882	-0.836412649	-0.473917053	-0.75050907	1.355616009	-0.38692484	1.516648434	-0.083043286	-0.817979147	-0.253469512	-0.986877221	1.105614109	-0.373977652	0.296202541	-0.623091928	-0.102425147	0.575299024	-0.222333363	0.268249805	0.12919835	1.076554501	-1.051786511	-0.087175521	0.541140808	0.179064497	1.711970551	-0.575477334
SOX13	-0.26083439	-0.698533517	0.195607229	0.091056	1.162669379	0.443355171	-0.394706717	0.236965004	-0.070729935	0.091019578	0.479767453	-0.695100912	0.319137483	-0.156333447	0.465373793	0.052475019	0.163346537	0.147271322	0.055946955	-1.810970712	-1.462562998	0.482915462	-0.365908376	-0.722894072	-1.315217776	-0.010561556	0.189496588
SOX4	-2.67508871	0.030424723	0.28591594	0.347622641	1.042662547	0.018001088	0.71288981	-0.490628731	-0.238927218	-1.537716498	0.196456121	-0.378581945	-0.117315338	-0.17210063	0.401378528	NA	0.331199793	-0.10780244	-1.905942876	NA	-1.981235651	-0.488720991	-0.52620983	-0.683066926	-1.013586928	-0.599890835	0.496120822
SOX5	NA	-0.563483276	0.186992622	-0.183370628	0.318735333	0.171162603	-0.164129452	NA	NA	-3.18169332	0.283417336	0.009383697	NA	NA	-0.042914926	-0.513730492	1.251096653	-0.099113255	NA	-1.095943124	-1.495169935	-0.117631456	-0.816545854	-1.139654128	-1.364118889	-0.601164693	-0.502760324
SOX9	0.225122389	-0.665988843	0.112346442	-0.215814158	0.484341095	0.109329926	0.376641768	-0.333636183	-1.123608848	0.385280052	-0.639548244	0.299400881	-0.000248705	0.471936054	-0.756575539	0.141221715	0.630029039	-0.397416814	0.379873281	0.340717097	0.60783886	-0.814595845	-0.339573777	0.458695072	-0.488451382	0.298830131	-0.674965254
SP1	-1.531491232	-0.007515394	0.175012558	0.209928733	-0.325437512	-0.013247654	-0.0354521	-0.266136613	0.093694218	-1.95231861	0.129921141	-1.726492495	-0.291861174	-1.607884596	0.028722764	0.110644246	0.498376216	0.099546249	0.379908934	-1.498184656	-1.06604512	0.43998819	-0.225372921	-0.190259073	-0.97634534	0.304769326	-0.3154967
SP100	-1.032700514	0.085097176	-0.205460086	-0.385122238	-0.837022787	-0.331771283	-0.282675506	-0.082470024	-0.172148777	-0.973114245	0.260970072	-0.521622169	0.053957275	-0.755392784	-0.005428015	0.07525576	-0.052910878	0.388722703	0.306263166	-0.761440085	-0.293508395	-0.26329634	-0.045876371	0.097613961	-0.961507402	-0.25654948	-0.472920685
SP110	-1.028418149	0.450275968	-0.5725106	-0.072162953	-0.706499093	-0.411778299	-0.659866266	0.193888785	-0.77143337	-0.908391552	0.170404957	-0.356236049	-0.21864791	0.370543193	-0.139476291	-0.172116694	-0.023001902	0.582601403	0.095803915	-1.010684619	-0.135549142	-0.644872127	-0.615362287	0.233535868	0.59395059	0.135850042	-0.238151128
SP140	-0.237505833	0.493312186	-0.350196725	-0.507931773	-0.155715172	-0.508333343	-0.240110346	0.190974801	-0.902814757	-1.240461925	-0.120077305	-0.915784977	0.24077432	-1.053154165	-0.166829229	0.045347379	-0.594867502	1.018076998	0.551096587	0.036396564	0.006132643	-0.48649394	-0.329774565	0.59778872	-0.438649825	0.566435724	-0.853540033
SP140L	0.107734462	0.157574323	-0.398428196	-0.127364559	-0.223470505	-0.237444248	-0.49684375	-0.135358344	-0.34190925	0.315471836	0.367828757	-0.239028936	0.074803101	0.186060235	-0.155729333	-0.105167725	-0.511944791	0.593322255	0.346168977	0.378443482	0.057453653	-0.418576979	-0.263699574	0.537274903	-0.368646151	0.533395996	-0.160097741
SP2	-0.819617996	-0.295261811	-0.081405758	-0.360720103	-0.304887982	-0.453519801	-0.124570452	0.161796415	0.167956787	1.007071005	0.005886061	-0.092594651	-0.397157413	-0.557065798	0.053354862	0.082887824	0.318565322	0.341115747	0.425614333	-0.505751259	-0.654784626	-0.316288787	-0.036144592	-0.909033868	-0.991178135	-0.276048739	-0.268172169
SP3	-1.629572552	0.161460371	0.099035339	0.179168134	0.011723387	-0.01450611	0.361476281	-0.041104527	0.102599027	-3.292288255	0.275080304	-1.399071127	-0.239292269	-0.612017259	0.486075193	-0.126420499	0.429620444	0.121342244	0.471182603	-2.472936129	-0.607164582	0.158784503	-0.055498959	-0.672176085	-1.224837178	-0.426724731	-0.738888334
SPAG1	-0.231674232	-0.446782854	-1.036395905	-0.571010391	-0.83648754	-0.659307976	-1.042702155	-0.076506912	0.255019282	-0.376851488	-0.387100008	-0.308475742	-0.285367967	-1.110922283	0.93600263	-0.281806572	-0.067020915	-0.380207285	-0.247505438	0.072730764	-1.348318379	-0.45307749	-0.347021195	0.155396786	-0.199422879	-0.324415432	-0.35896615
SPAG5	-0.023887127	0.000367405	-0.344330066	-0.287969017	0.050783655	-0.546672713	-0.47204218	0.070725594	-0.539905374	0.555829373	-0.394776052	0.206605455	-0.286452141	1.619193557	-0.207751658	-0.229765311	-0.662473501	0.264832404	-0.476027361	-1.108137092	0.268983192	0.028821107	-0.254254842	0.553735658	1.241420424	-0.23894727	-0.224958782
SPAG7	-0.865779685	0.059038368	-0.591956728	-0.116052418	0.224525458	0.273192436	-0.184217335	-0.28227715	0.356192972	0.207391268	0.312436003	-0.163531889	0.033698158	-0.756376702	0.135247367	-0.010823436	0.41998812	0.103780873	-0.341302217	-0.262542962	-0.132158839	0.024134681	-0.00767154	-0.240360399	-0.474836961	-0.193317734	-0.396949301
SPAG9	-0.492108923	0.165774517	-0.155095336	0.097263416	0	-0.057890577	-0.576585008	0.123661891	-0.100245308	-0.510041489	0.04807029	-0.498943321	-0.099261534	-0.083728122	0.09864996	-0.042125149	-0.282808462	-0.080115689	-0.193779669	-0.609611934	0.060129106	-0.018392322	-0.068073106	0.122020521	-0.584924857	-0.021341277	0.351623859
SPARC	-0.222883534	-0.45654785	-0.233124637	-0.061616067	2.32809979	0.08145017	-0.896814639	-0.039078367	0.00247198	0.486846743	0.906752329	0.944188175	0.529885412	1.822425269	0.463276395	0.584445022	-1.285867014	-0.134662717	-0.537200506	0.21653146	-0.142240805	-0.234714154	-0.076656208	-0.7445029	0.328684555	-0.537957161	0.358479909
SPARCL1	-0.165338232	-0.340166836	-0.758341328	-0.169074252	0.433737192	-0.084783994	-0.438358292	0.643714293	0.181071516	-0.092124327	0.684325922	0.210801533	-0.270025548	-0.178144365	-0.036537194	-0.206147044	-0.753033193	-0.674457384	0.125716916	-0.250211609	-0.739599798	-0.070647752	0.399483105	-0.946731677	0.224902204	-0.029276231	0.465446573
SPART	-0.613815614	0.216548623	-0.656945688	-0.597802832	0.09846228	-0.101158312	-0.433189206	-0.084602341	0.394221268	-0.496697063	0.424809376	0.144542277	-0.247211137	-0.404532701	-0.125792186	-0.319570261	0.317860199	-0.279520221	-0.054031382	-0.114034362	0.537329313	0.059699929	0.660138278	0.14615158	-0.428419836	0.061117413	0.006752761
SPAST	-0.891923855	0.297286194	-0.051907488	0.028998261	0.157568221	-0.034425131	0.58566801	-0.105858397	0.057229156	-0.2188932	0.051054807	-0.283286936	0.081060098	-0.09622684	-0.104600623	0.104978801	-0.426873143	0.226024623	0.048182894	-0.368041722	0.003712962	0.026530797	-0.009795577	0.747498477	-0.067182649	-0.036264451	0.10017339
SPATA13	0.069958387	0.16850272	-0.160215538	0.467495631	0.249563064	0.456575052	0.085492595	0.000898409	-0.013048127	NA	0.232944531	-0.349519982	-0.06751555	-0.527919006	0.032666946	-0.020733078	0.258056565	0.693739223	0.225422419	-0.986798035	NA	NA	NA	0.267149833	0.564491354	0.433018136	-0.084326932
SPATA18	NA	0.153608137	-0.242218265	-0.209148267	-0.196896265	0.159677922	-0.556797375	0.413990187	0.007513873	NA	NA	-0.397769941	-0.209276979	0.441265624	0.007279043	0.027974673	-0.014198335	-0.304384456	0.668595052	NA	-3.04666435	-0.148417285	1.088246035	-0.62938684	0.007986275	-0.467700743	-0.142965023
SPATA20	-0.334487881	0.079098891	-0.056576497	0.037994087	-0.690188442	-0.011716242	-1.312146778	-0.081854244	0.405118356	0.136231682	0.89533891	-0.9568044	-0.670729664	-0.49581452	1.172467027	-0.390913206	0.053029901	-0.202062204	-0.080344915	0.087328695	-1.02254954	0.424615542	-0.106217139	-0.27927281	0.006869923	-0.231962179	0.104837754
SPATA5	0.1888817	-0.017348129	-0.134127883	0.210674363	0.244859424	0.307573945	0.041566582	0.236396619	0.145217069	0.878255927	0.019029837	0.266851067	-0.052352107	0.337974746	0.114783758	-0.052815929	-0.028734038	-0.097722497	0.346288403	0.240339916	0.585094858	0.10083845	0.034927306	0.288921276	0.456400725	0.026390689	0.2386035
SPATA5L1	0.850912891	-0.088472774	-0.113045092	0.029566176	0.133354492	0.213040738	0.119963884	0.029162197	0.250453305	0.785625688	-0.003492533	0.810717974	0.088697107	0.823080373	-0.018547877	0.017788262	-0.051926633	-0.16253849	0.397261158	0.921682891	0.74544001	0.159283691	-0.029282617	0.198072484	0.455662085	-0.047358712	0.247005357
SPATS2	-1.002852494	-0.186793691	-0.409115066	0.553581782	0.317852127	0.151145769	0.240838243	-0.19062947	-0.191116047	-0.43416188	0.043866581	-0.57622277	0.016669352	-0.362200721	0.128566419	0.087023398	-0.051031841	0.011332899	-0.065362523	-0.593807988	-0.21187009	-0.157598762	-0.333993295	0.356815902	-0.545738114	-0.233812714	-0.173906428
SPATS2L	-0.837253811	-0.320970193	0.034053335	-0.056439142	-0.211313992	-0.075852993	-0.859817713	0.095978916	-0.048735101	-0.783053794	0.399464605	-0.487019695	0.316694005	-0.271052249	0.264982128	0.326030814	-0.679189878	-0.073775506	0.002165327	-0.851498966	0.871330105	-0.362463329	-0.313719219	0.360986193	-0.586015176	-0.487846525	-0.071250983
SPC24	-0.434250074	0.221164637	-0.170487336	0.574979317	0.482771831	-0.177800239	-0.227260948	-0.508778972	-0.629003814	0.195474796	-0.081613804	0.050207246	0.31582038	-0.110393642	-0.162163336	0.106877342	-0.902007471	-0.048611742	-0.42820919	0.497264686	0.734761689	0.772254338	0.3885847	0.465486601	0.62535194	0.065717131	0.212957618
SPC25	0.325229884	0.041633213	-0.154900657	0.467783906	0.341831325	-0.494664712	-0.417216518	0.122912328	-0.300180368	0.561780619	-0.202522103	0.991879246	-0.002632566	-0.992991716	-0.145192738	0.600988859	-0.59996541	-0.297059549	-0.221203859	0.153594317	0.789919885	0.640895021	0.288991878	0.144304067	1.464605445	0.10781796	0.16158252
SPCS1	-1.099437866	-0.441858963	-0.487679941	0.581709287	0.125940852	-0.141131743	0.123706817	-0.525204283	-0.202058622	-0.416959369	-0.551317644	-0.612458495	-0.300679597	-0.328498708	1.022728978	-0.230701969	-0.053949009	1.39747848	0.516361516	-0.840609672	-1.136863921	-0.011963116	-0.426575285	0.057827925	-0.846069462	0.335035079	-0.864227134
SPCS2	-1.762972066	-0.125784762	0.384750939	0.163531809	-0.249558352	-0.051965029	0.601056291	-0.202587433	-0.216475761	-1.389121054	-0.177357281	-0.648621246	0.145467044	-0.499521628	0.496479872	0.088928413	0.137137899	1.285910634	0.206935349	-1.945624196	-0.563661567	0.298932476	-0.346620055	-0.079804183	-1.891640566	0.079728563	-0.955721835
SPCS3	-0.262253044	0.207783001	0.003018619	0.851424211	0.215971516	-0.136677355	0.039782954	0.244261349	-0.002423041	0.893242515	-0.410706157	-0.069123688	0.177069347	-0.372876052	0.554324904	0.132005515	-0.380982974	1.211273864	0.400373694	-0.592894138	0.663281556	0.052110726	0.158401822	0.170584065	-0.59704162	0.56619347	0.081935629
SPDEF	-0.395203479	0.059722778	0.226665119	-0.052062596	-1.056510766	0.026062941	-0.441677688	-0.042243115	0.555172882	-0.840245126	-0.176523347	-0.55564207	-0.627207989	0.186467406	0.144255922	0.249063554	0.663469536	0.040925692	-0.402224885	-0.947319097	-0.934669317	0.187597437	-0.416883329	-0.997629164	-0.434424497	-0.991074262	0.02451908
SPDL1	0.428485191	0.47449678	-0.240589811	-0.26104594	-0.248446311	-0.592206122	-0.098732917	-0.207532991	-0.18650333	0.078452433	0.230305623	-0.173699788	NA	NA	1.418014587	0.076614245	NA	-0.32672341	-1.181076059	0.774070969	0.140873233	0.474116138	-0.023402595	0.423711523	-0.627203903	-0.813151808	-0.31707495
SPECC1	-1.422543135	0.031332221	0.286990573	-0.02564404	-0.006984508	0.221654617	-0.465617727	-0.098717724	0.317899894	-0.822570153	0.183156955	-0.952057414	0.459247549	-0.045784026	0.191245501	0.374943583	-0.729693317	0.073507366	0.409677023	-0.849580821	-0.090559632	0.413055851	0.12604659	0.457759635	-0.860192081	-0.019535791	0.097885164
SPECC1L	-0.128003799	0.024148919	0.082186015	0.012475305	0.077131955	-0.081946132	-0.445282434	-0.1071136	0.084132741	-0.536666129	0.101515693	-0.592230089	0.116181812	0.046016641	0.157933561	0.039019236	-0.444892618	-0.107405989	-0.040310255	-0.406420619	-0.041505215	0.300597247	-0.008453055	-0.379136005	-0.466409599	-0.319133261	0.351611629
SPEF2	1.198843306	0.235884145	-0.084293833	0.543977228	-0.41401193	0.847459307	-1.527834094	1.567242478	-0.143576253	1.576961562	-0.024011899	1.032286836	-0.013383068	0.018111131	0.489948507	NA	-1.323958602	NA	0.270319065	3.164077072	0.079532775	-1.609512895	-0.586211484	NA	2.109052723	-0.11906768	0.603626793
SPEN	-0.210765068	0.149451184	0.127093928	0.111544227	0.007772538	0.049024457	0.193452796	-0.192106438	0.146425665	-0.888266857	0.12616143	-0.43745415	-0.032546877	-0.393671667	0.14602772	-0.037529832	0.310303257	0.182846998	0.115597647	-0.229765984	-0.106372107	0.018543435	0.064829467	-0.332054508	-0.511598998	-0.088120426	0.174546269
SPG11	0.604789466	-0.004664738	-0.083411422	-0.083496409	-0.13407051	0.005263449	-0.358356753	0.046863849	0.018312928	0.935805578	0.114853699	0.333402226	0.023775729	-0.763315815	0.288001378	0.064968887	0.097620181	0.157576259	-0.02828809	-0.274683158	-0.018317828	-0.059809553	0.002682225	-0.008571224	0.761173984	0.058640978	0.324912684
SPG21	-0.416817119	0.013696453	0.126876405	-0.123959419	-0.174796603	-0.308010455	0.082127102	-0.315044955	-0.32034006	-0.581143798	-0.286865982	-0.001582814	0.317339617	-0.390944262	0.075064277	0.263611118	-0.375725058	0.167865692	-0.22332672	-0.010420501	-0.19917574	0.236934422	-0.108258757	0.161713211	-0.540241819	-0.009596019	-0.448192848
SPG7	0.496283568	0.250439791	0.346699214	0.00337728	0.645506128	-0.069378188	0.750084851	0.192513269	0.646974725	0.130736227	-0.188707455	-0.213857422	-9.28e-05	0.058782893	0.487116281	0.011759447	0.95988915	-0.067422179	-0.29378534	-0.400170002	-0.500061714	0.213254347	-0.282951224	0.422877792	-0.235254858	-0.17520705	-0.138528633
SPHK1	-0.657159718	-0.573940165	0.263936057	-0.129546176	1.111375831	-0.242147727	1.302665937	-0.355213337	-0.409019329	0.129991361	0.054309285	1.068021652	0.211054394	1.026199549	0.108598309	0.448595313	-1.126909833	0.025363433	-0.695999725	-1.580137715	0.988873372	0.095667007	0.151036514	-0.254745395	-1.80431251	0.44974304	1.100180152
SPHK2	NA	0.137647866	0.053735871	NA	NA	NA	-0.084972306	-0.2095049	0.222814731	1.445295139	-0.199844014	0.491813192	-0.01138062	1.006505724	-0.43883417	-0.149501446	0.378104521	0.206946893	-0.057497154	NA	0.256132299	-0.141949298	0.377745831	0.141514617	0.930621537	0.128785997	0.77979788
SPI1	0.143352657	0.177132449	-0.006996609	0.035388875	0.374181325	0.171950069	-0.224794107	0.208980351	-0.211308188	-0.206077726	-0.137292399	0.514964978	0.071121825	1.08955803	0.980295068	-0.049944575	-0.475561437	0.851927311	0.514712734	-0.187849264	1.155103568	-0.195060478	0.171665186	0.653143629	0.049866053	1.05073978	0.205324655
SPICE1	-0.084406294	-0.312987583	0.221451983	-0.064641453	-0.087544811	0.099182707	-0.01248148	0.141243865	0.152368181	-1.147694161	-0.03390835	-0.704568843	-0.294351186	-0.074592176	0.110323529	-0.000950146	0.594800266	-0.005458307	-0.003105075	0.629736655	-1.096504013	0.172575895	-0.08974938	-0.122620533	-0.836052164	0.006442973	-0.091376943
SPIDR	-0.698312111	0.74590679	0.123539212	0.250792129	0.046553809	-0.033541524	-0.506605537	-0.83150774	0.642099704	-0.075404707	-0.036566865	-0.769898487	-0.464729373	0.976276344	-0.078937152	-0.110958417	0.003027989	-0.22143751	-0.083642152	NA	0.569263827	-0.508559017	0.26933448	-0.753518455	-0.971237157	-0.292001989	-0.41016943
