Gene	ER	ER.1	ER.2	ER.3	TNBC	ER.4	TNBC.1	ER.5	ER.6	ER.7	ER.8	ER.9	TNBC.2	ER.10	ER.11	TNBC.3	ER.12	ER.13	ER.14	ER.15	TNBC.4	ER.16	ER.17	ER.18	ER.19	TNBC.5	ER.20
ISOC2	1.327814449	-0.205336144	-0.09062921	0.283228682	0.061443262	0.084935114	0.04760768	0.099300223	0.891401144	1.256311444	0.125411981	1.400832453	-0.167572425	0.942885515	-0.247409186	-0.167839573	-0.301210548	-0.239952345	-0.482439689	0.948637575	0.065344394	-0.406814553	0.093483573	0.124127454	1.108530318	0.051735441	0.317366384
ISPD	-0.778916058	-0.197694289	-0.458461991	0.194673368	0.018688852	-0.071261813	-0.430543556	0.038429154	0.065438675	1.00184569	-0.604910477	-0.367783625	-0.188183489	0.94023274	-0.008296716	-0.296354323	0.638671917	-0.495283621	0.993067312	0.338536684	-0.383446368	0.61928178	0.192797735	NA	0.039676464	0.292912616	0.103861212
IST1	-0.366756132	0.088916258	0.439270981	-0.027130238	0.233559705	0.419710367	-0.138819534	0.033700401	1.149372406	-0.601467167	-0.135863155	-0.779610398	0.296552454	-0.166232096	0.475119254	0.208265271	0.763175785	0.173684995	0.247678924	0.044300917	0.082569775	0.161539157	-0.045052703	0.272337338	-0.001004046	0.280252676	-0.110057742
ISY1	-0.670546515	0.223846371	0.127445452	-0.146981172	0.020327188	0.223346822	0.273706157	0.122663674	0.335417118	-1.258731914	0.120292405	-0.924616642	0.070029412	-0.939324426	-0.015135192	0.045426897	0.294279129	0.016556106	0.074060355	-0.887107274	-0.353102549	0.098734983	-0.252560084	0.111840217	-0.842330191	0.065210364	0.079617862
ISYNA1	0.565576052	0.192427804	0.072193827	-0.868667794	-0.040858967	-0.685194739	-0.105450954	0.167896519	-0.372840898	0.754810618	0.05932653	0.483254514	-0.158006067	0.184515127	-0.472453504	-0.165811276	0.116796449	-0.615968375	0.091623482	0.277669492	0.64228785	-0.461442034	0.342752811	-0.179298807	0.885186848	-0.459611249	0.490743314
ITCH	0.129104894	0.261078155	-0.295689403	0.197593828	-0.298438713	0.186972575	-0.281535971	0.001616087	0.12946103	0.575922491	-0.096730841	0.238612939	0.099037971	-0.123840887	-0.292999894	-0.006792249	0.230425088	0.040819236	-0.164831287	-0.376269363	0.126406698	-0.186872011	-0.033318882	0.024861453	0.5589992	0.02829971	0.216575199
ITFG1	0.511898871	-0.045155613	-0.078565945	-0.115884056	0.183932787	-0.188366705	-0.049753172	-0.116938337	-0.113818843	1.00883794	-0.421884877	1.412747405	0.105122479	0.300796295	0.115800187	-0.059048915	0.523277931	0.084294438	-0.217309807	-0.303707768	0.579490029	0.490075657	0.11788125	0.016247665	0.638544041	0.200382144	-0.378083302
ITFG2	-0.040169092	-0.18047778	0.0983547	-0.367279004	-0.08253884	-0.332571683	0.026735453	-0.019786693	0.269434928	-0.156842959	0.120652189	-0.150361635	-0.059437181	-0.859283193	-0.103577114	0.107806379	0.033362117	0.094778186	0.034903655	-0.315586422	-1.516640928	0.102596257	-0.07742711	-0.183524141	0.291255523	0.115630436	-0.063613892
ITGA1	-0.896118143	-0.118901386	0.231612882	0.403815139	0.234247947	0.03143195	-0.076395441	0.697267275	0.29329784	-0.239326154	0.269933226	-0.319429681	0.242542278	-0.569576499	0.492516535	0.222756068	-0.334932553	0.590539869	0.815215946	-0.561667719	-0.30918818	0.235830269	0.377438043	-0.113963034	-0.962055887	-0.464487553	0.50420699
ITGA11	-0.867401127	-0.295140564	0.279824268	-0.095263726	-0.030956744	-0.221300847	-0.260972616	-0.415782336	0.4071201	-2.693609658	0.402704545	-0.591689809	0.348960932	-0.090738399	0.323250448	0.278627677	-0.860956283	0.563048075	-0.318533425	-1.049957855	-0.555528504	0.149142232	-0.20529322	-0.31691409	-0.514946141	-0.379891016	0.152141366
ITGA2	-0.468459974	-0.637145324	0.649679603	-0.959717887	-0.118373208	-0.465546212	-0.84497999	0.742125013	-0.713307075	-0.0780627	-0.908351348	0.35647564	0.117231185	0.255610055	1.049822145	0.10833391	1.361823226	0.15652993	-0.406376344	-0.296247954	-0.059415344	-0.178143546	0.276640906	-0.445033825	-0.554515332	0.218099354	0.78123752
ITGA3	-0.251586848	0.122313166	0.537208224	-0.962335913	-0.982485715	-0.426005209	-0.88819801	0.68490102	1.022165877	-1.678194211	0.04241842	0.066746561	0.475151009	-0.341758576	1.212588247	0.383727135	-0.075127694	-0.352592865	0.29173122	-1.450753103	-0.949577909	0.329485839	0.238416493	0.06464014	-1.989778453	0.163104718	0.394643982
ITGA4	-0.752862948	0.339222476	-0.189282426	-0.003020407	0.086932217	-0.000525138	-0.296916376	0.165106659	0.032778466	-0.385629209	0.202258311	0.127727362	0.319704582	0.313826004	0.001826148	0.331462487	-0.078544179	0.411078702	0.569378149	-0.024062677	-0.133587739	0.274463103	-0.027641921	0.282680407	0.357288327	0.488697272	-0.005807822
ITGA5	-0.122271829	-0.02091073	0.835916679	-0.226796401	0.202049162	-0.280134321	-0.445055902	0.408920892	0.245798515	0.271152247	0.36733421	0.113438919	0.537319929	1.472450019	0.053088621	0.402303616	-0.704447509	0.304450168	0.400747929	0.510753419	0.721564358	9.43e-05	0.331326976	0.249885807	0.010275795	-0.028194175	0.806296522
ITGA6	-0.47229984	-0.646464258	0.221765924	-0.232937047	0.614892585	0.227786242	1.350876393	0.670411083	0.243857736	-0.031314835	-0.666785634	0.420300693	-0.039467958	0.067278942	-0.256103132	-0.138314829	0.012088648	-0.829402942	0.39599532	0.159759392	-0.324017389	0.237413748	0.598977418	-0.282773905	-0.560369554	1.158033633	-0.293240047
ITGA7	1.361263053	-0.871594522	-0.322075801	0.896274276	0.414549943	0.405884174	1.340049211	0.864436034	-0.010365937	1.260412433	0.095742109	0.472332609	-0.369976092	-0.087304369	-0.521556211	-0.624657332	-0.914873288	0.48997127	0.788444737	1.394598293	-0.371802573	-0.322873238	1.610369727	-0.439308141	1.495173676	0.228356862	-0.000281105
ITGAE	0.124427529	0.504538208	-1.711950081	NA	NA	NA	-0.879770035	-1.043824772	-1.150332086	-1.838549877	-1.557524686	-0.879146762	0.683321722	-2.183491379	-0.556906416	0.549228795	-2.0929797	-0.693567342	-0.932229002	-0.371813677	-3.722012394	-1.535762769	-0.024539627	-0.792969138	-2.667964868	-0.717492259	-2.593108863
ITGAL	-0.332668562	0.828120587	-0.334094104	0.385395502	0.379528488	0.146801355	0.283816573	-0.159862432	-0.517175755	-0.254738286	-0.521712499	0.146485201	0.50022158	-0.184054619	-0.322798553	0.319628564	-0.48027207	0.967355073	1.078109345	0.135419392	-0.071868114	-0.210826199	-0.217468142	0.610726105	1.057886636	0.647924764	-0.308961933
ITGAM	-0.056200089	0.715112791	-0.03047937	-0.145290303	-0.013184697	-0.260064393	-0.461755123	-0.397263563	-0.359894174	-0.09496192	-0.289786717	-0.596633506	1.47316904	0.552273416	-0.810604305	1.251383252	-0.930897914	0.109039864	0.378896872	0.792773955	0.813824716	-0.278075882	-0.0889766	0.273308516	0.48147312	-0.364490338	-0.539153021
ITGAV	-0.039782499	-0.571224219	0.647377872	-0.262581242	-0.171470958	-0.198602839	-0.279967832	0.209556731	0.198367151	0.194877654	0.193510476	0.142017652	0.905295996	0.530571837	0.291558305	0.894914904	-0.165287416	0.081779319	0.546091214	0.057843965	0.033408578	0.321812374	0.327272659	-0.031657586	-0.378348097	-0.27243444	0.234795906
ITGAX	0.054010087	0.421775728	0.048983519	0.033733807	-0.122104079	-0.008897023	-0.116593502	-0.410537488	-0.222046238	0.099820877	-0.217347791	0.040122732	0.319935739	0.897320239	-0.218088758	0.464931692	-0.263310541	0.696748039	0.463756757	0.380948501	0.329614644	-0.035229728	-0.177337964	0.543993748	0.487139657	0.368054223	-0.025672072
ITGB1	-0.532617137	-0.239792383	0.451085601	-0.179487404	0.490326616	-0.165601501	0.77108039	0.442157503	0.184034969	-1.136765235	0.071107278	0.164435574	0.587056899	-0.43588641	0.7276691	0.574775438	0.352395541	0.279463835	0.333041748	-0.749495238	-0.393589975	0.011899437	0.27620177	-0.171963585	-0.943834114	0.201846405	0.297399348
ITGB1BP1	NA	-0.078893662	-0.053731874	0.834268124	0.464443803	0.676463982	0.256097263	NA	-0.105925361	-1.814865603	0.502256748	-0.870723028	-0.061044619	0.250309948	NA	0.191865681	-0.081723354	0.201065689	0.903742481	NA	0.662011306	0.199521352	0.195301744	0.275453695	-0.10472991	0.221240228	0.230300007
ITGB2	-0.894682632	0.866047198	0.168116146	-0.083520202	-0.230589495	-0.066988284	0.27019232	-0.311874677	-0.22059788	-0.38149306	-0.180592327	-0.373002516	0.806779871	-0.054117454	-0.377849375	0.838502592	-0.189196077	0.982992837	0.757363951	-0.284586985	0.206171959	-0.074042804	-0.202856015	0.85068898	-0.356086258	0.503994834	-0.356496892
ITGB3	NA	0.154165121	-0.29253601	NA	NA	NA	-0.336895168	-0.497542843	0.462823331	1.4083206	0.605802684	0.050011018	1.00490185	-0.294356649	0.530129406	1.04086432	-0.246536493	-0.077850536	0.527013302	NA	-1.635526404	0.572705482	0.414930607	-2.050921221	-0.772220838	-1.643853065	0.329627741
ITGB4	-0.686374985	-0.329914936	0.395290333	-0.665278392	-0.761392355	0.136016158	1.308505259	0.522498038	-0.204228483	-0.577168391	-0.828061945	-0.005649642	0.170864329	-0.20568191	-0.198261267	0.168975036	-0.392950346	-1.357896048	0.658073115	-0.337056815	-0.873069391	0.414737832	0.645905167	0.295792483	-0.54151673	0.617700999	-0.236083506
ITGB5	-0.979050976	-0.499995563	0.63323825	-0.247864774	-0.281852314	-0.181699279	-0.069623484	0.252267924	0.261431103	0.209652194	0.198002931	0.199581954	0.275441212	0.414870237	0.142549871	0.221440121	-0.178860309	-0.009959264	0.687703011	0.115247008	-0.306562688	0.608903606	0.278550676	-0.428943563	-0.318761068	-0.659372748	0.241819379
ITGB6	-0.026605969	-0.496475593	0.755005483	-0.547954278	-0.266390165	-0.614760428	-0.413863838	-0.074994217	-0.598626003	-0.884165073	-0.330191962	-0.396938153	1.350900227	-0.016195722	0.839929581	1.371627705	0.022728382	0.131462077	-0.435246177	-0.013230792	-0.586355284	0.021958807	-0.152570741	-1.150101449	-0.503109546	0.077495772	0.349996475
ITGB7	-0.55758963	0.755217268	-0.331936015	-0.41053025	-0.567716209	-0.191110407	-0.273481834	-0.77301964	0.186360464	0.790790719	-0.043292503	1.167045259	0.990203611	0.974445482	0.310779309	1.131216837	0.518247055	1.017496745	0.533498054	0.433101988	0.654954073	-0.071190261	-0.149334537	0.855763984	0.610648137	0.798975562	0.018214936
ITGBL1	-1.018036216	-0.360982508	-0.130985985	-0.481478364	-0.300282245	-0.391610271	-0.703618933	0.787851845	-0.034876948	0.537426277	1.343170559	-1.294781152	-0.192346919	0.745834232	-0.016792086	-0.154268236	-2.514799916	0.382817594	-0.026778847	-0.079363527	-0.422431595	-0.479731559	-0.272873368	-1.197848085	-1.15638656	-0.741391918	0.377058233
ITIH1	0.887319141	0.02074218	-0.195115673	-0.188113164	0.396296159	0.534324462	-0.759683074	1.06635607	0.184527525	0.225816638	-0.003051586	1.212083605	-0.314625188	0.956167023	-0.230730578	-0.275019297	-1.759302797	-0.085365767	0.756717804	0.749093159	-0.076242211	0.045722518	0.671511238	-0.871616188	0.601049779	-0.06718291	0.268792489
ITIH2	0.140076502	0.468798846	-0.110011006	-0.102341496	0.329758242	0.458780022	-0.847973723	1.25671606	0.132758351	-0.635973946	-0.071493247	0.220796237	0.00620223	0.39614255	-0.475000828	0.014121313	-1.685199487	-0.078987868	0.529037782	0.348368972	-0.30765288	-0.437332445	0.829157278	-1.046923245	-0.352534039	0.546322101	-0.00943937
ITIH3	1.098311872	0.003712303	-0.097772756	-0.235445554	0.113255539	0.904587894	-0.921053609	0.565446744	0.483763193	-0.481033832	-0.156098603	0.444620442	-0.417520474	0.850596507	-0.245398205	-0.278749842	-1.557433957	-0.615622553	0.598862107	0.513814278	-0.512332688	0.333799442	0.671602163	-0.916671551	0.652316459	0.30057244	-0.25345609
ITIH4	1.197799584	0.133161719	-0.733845961	0.239136169	0.488773831	0.80513103	-0.73481891	1.285886099	0.248322216	-0.359607582	-0.046590608	0.59440701	0.057730482	1.286606885	-0.409737381	0.033292791	-1.598655042	0.237424957	0.080402697	0.921695854	0.232943383	-0.404282397	0.857780783	-0.454620842	0.733620411	0.130241235	0.108736885
ITIH5	1.109281742	-0.458755518	-0.051303036	1.0435249	0.325453649	0.341794196	-0.414350268	0.892254771	-0.007328735	0.843544883	0.502291817	0.332655997	-0.573010183	0.244069707	-0.225468808	-0.78002866	-0.789761818	0.654674115	0.596763713	0.841308778	-0.212349699	-0.214265592	1.270595527	-0.595939863	1.05846584	-0.04646118	0.087919715
ITM2B	-0.070548715	-0.194098941	0.106268081	NA	NA	NA	-0.075298478	-0.0636875	0.604216859	0.567071627	0.146724201	-0.356509749	0.021712063	1.485356768	0.249820899	0.038927419	-0.026515796	0.44078562	-0.131257754	0.811357164	0.254361454	-0.461796018	0.533397216	-0.160236474	-0.447582762	-0.124848501	0.47242441
ITPA	0.906431159	0.043386222	0.012818245	0.265654952	-0.690259531	-0.126662968	-0.233041621	-0.245037527	0.356344343	0.729404723	-0.50648151	0.376783273	0.63665174	0.814631514	0.043432661	0.503620703	0.043921542	0.160199439	0.118095771	0.153604704	-0.152050329	-0.603997482	-0.279153055	-0.405827883	0.392388565	-0.005178403	-0.414912207
ITPK1	0.558708353	0.426700535	-0.430644862	-0.227315367	-0.610443371	0.33539143	-0.671084539	-0.107310272	0.063446587	1.25815615	-0.057316663	1.01825637	-0.904751601	0.677013063	0.618411886	-0.66351797	-0.601961909	0.137238105	-0.263525612	0.649502933	-0.321545135	0.086539027	0.120611979	-0.60018727	0.692617553	-0.450696695	0.217162155
ITPKA	0.900102336	-1.020660622	1.266515487	0.281100526	0.92916967	0.543823192	0.058294984	1.049402168	-0.245049587	0.596584892	NA	-0.094212529	-0.208436194	1.11849434	NA	NA	0.02599145	NA	0.227420002	1.087941774	0.144644702	1.212589089	0.253760276	NA	1.688410651	0.719479021	0.272723238
ITPKB	-0.288477202	-0.38512636	-0.169905381	0.124408499	0.718852423	0.212038742	0.057307576	0.122893409	-0.170606129	-0.484574237	0.022898046	-0.428318785	0.149463936	-0.022623263	-0.130755183	0.181026388	0.11399511	-0.068930466	0.147888416	0.478567209	-0.163823677	-0.26382168	0.145623578	-0.429257225	0.377236194	1.100820161	-0.030021337
ITPKC	0.45572386	-0.440871795	-0.135410762	-0.374099654	-0.14076819	-0.040112175	-0.224881778	0.441324158	-0.064373882	0.610984023	0.212350288	-0.658699391	0.118458384	-0.591719125	-0.038816092	-0.077925165	0.340823916	-0.13286389	-0.006935293	0.923193577	0.188757842	0.244790767	0.321111432	-0.008606803	0.074298759	0.34248958	0.052105459
ITPR1	-0.330192114	-0.229566839	-0.264312089	-0.563107216	-0.485648353	-0.213771196	0.127226868	0.064791883	1.132986779	-0.129296241	0.574801529	0.083396322	0.297473609	-0.387418271	0.014775605	0.27515169	0.143720527	0.112898465	0.091769859	-0.808810852	-0.336192922	0.140897076	-0.184209587	-0.082096436	-1.039395505	-0.350047473	-0.437947907
ITPR2	-0.763036401	-0.919468544	-0.084019355	-0.481185156	-0.627800624	0.077535184	0.997034706	-0.160479068	0.249236858	-0.647549055	0.258268063	-0.207693463	0.015910485	-0.45313243	-0.21734845	-0.075392131	0.830933884	-0.332592909	-0.081669205	-0.907262198	0.11890987	-0.25186029	-0.358189302	-0.074142403	-0.833136547	0.288809661	-0.589149721
ITPR3	-1.094008901	-0.683785891	-0.041926891	-0.722092584	-0.820234077	-0.110359772	0.398971742	-0.556553989	-0.153655918	-0.881079385	0.545564445	-0.147413816	0.172734645	-0.398676253	0.477251575	0.081908805	0.214736394	-0.143363875	-0.480062886	-0.766150775	-0.48271894	0.591155855	0.19684689	-0.432143345	-0.607165671	-0.018683965	-0.335954589
ITSN1	0.075356906	0.863828041	0.156660116	0.45364299	0.188483007	0.223235866	-0.47137047	0.424534453	0.01704523	0.068569396	0.21002905	-0.209498548	0.049989172	0.232234202	0.102941024	0.09007824	-0.394742089	0.015008918	0.146854227	-0.111090574	-0.275848401	0.018212116	0.458968107	-0.307804629	-0.115376907	-0.069743085	0.206559746
ITSN2	0.207055024	0.03794663	-0.175261176	0.272738084	0.195201977	0.276570742	0.060952127	0.021197561	0.089319063	-0.134909457	-0.093555603	-0.263077114	-0.049929754	-0.30850694	0.060820222	-0.056248195	-0.058071115	0.338784892	0.4124199	-0.467516517	0.231462082	0.029074989	0.027470774	0.171923517	0.078962117	0.268588773	-0.048829048
IVD	0.326801231	-1.150278415	0.005785289	-0.063683863	-0.969989766	-0.084142819	-0.118239672	-0.251766861	1.18979689	0.290359308	0.42558747	0.028745954	-0.072353795	-0.0400498	0.955703106	-0.121489832	0.450679102	-0.245169552	0.254241329	0.224238456	-0.497067259	0.359658142	-0.016374316	-0.430638625	-0.173721965	-0.144812198	-0.433207502
IVL	0.47448961	-0.726483585	-0.845303099	1.038792414	1.632227045	1.499929114	-0.158144369	1.33486286	NA	-3.178552908	-1.218011585	-1.488309284	0.488993957	-1.163836308	0.706939871	0.389947224	-0.893525654	-2.320409895	-0.888205008	-2.124390367	-1.066825782	-0.517011062	-0.595839773	-0.987451243	-2.672497143	-1.191637705	-0.235512659
IVNS1ABP	-0.183667238	-0.327170919	0.122431145	0.142397635	0.133019294	-0.219841343	-0.309339548	-0.492213926	-0.265897843	-0.937887808	-0.057155041	-0.370935637	0.144935267	-0.113702343	0.037566716	-0.048645799	-0.661424179	0.286394332	-0.22382797	-0.295567161	-0.027421721	-0.126036459	0.187472529	0.135998114	-0.720040275	0.349322701	0.434684423
IWS1	-0.082978852	0.183268888	-0.001479866	0.033606268	0.082252609	-0.121248487	0.207905874	-0.002647845	0.109053487	-0.577608876	-0.002282005	-0.438296357	-0.263167553	-0.684445379	0.067163239	-0.137646432	0.098709138	-0.102255778	0.17603986	-0.605017708	0.338007559	-0.138934151	-0.067414858	-0.268123632	-0.40268916	-0.1713703	-0.150690331
JADE2	0.30749315	-0.198468087	-0.200607256	0.027937001	0.123693137	0.177346823	-0.181805927	0.200193473	0.469878688	-0.567915194	0.177698189	-1.290275455	-0.309429703	-0.743945692	-0.151201081	-0.108963589	0.406292112	0.195735868	0.600093561	0.83352353	-0.516740978	0.285801425	-0.000937265	0.056281767	-0.992315384	-0.327088674	0.120278349
JADE3	0.081238627	-0.140385208	0.20747241	-0.652997864	-0.245985036	-0.392852421	0.810053948	-0.088440355	0.111540673	0.231911507	0.108726556	-0.276086849	-0.30518866	0.273618542	-0.043205065	-0.236445987	0.329982811	0.302076657	-0.080497466	0.048060109	0.254659247	-0.181510984	-0.065340592	-0.174420455	-0.424586714	0.172857337	0.324238945
JAGN1	-4.443096951	0.37944066	0.865963536	NA	NA	NA	0.994223755	-0.037995805	-0.669335002	-2.996962952	0.001166735	-1.719124121	-0.061975807	-2.233287113	0.305760475	0.998251188	1.208905029	0.706632467	-0.201852838	-2.422459338	-2.795645981	0.008832289	-0.917767584	-0.775277264	-3.436304208	-1.896096206	-1.724953657
JAK1	-0.495644297	0.034877243	0.638811156	0.011021304	-0.105041052	0.207732169	0.004137835	0.139587014	0.282767188	-0.748476188	-0.053605203	-0.129600132	0.137704962	-0.78537424	0.391572709	0.135131652	0.201581478	0.178262892	0.228933747	-0.613169601	-0.218434495	0.532764267	0.090243367	0.06870607	-0.760461442	-0.251458841	0.04101163
JAK2	-0.12948284	0.025616363	-0.391765912	-0.149385485	0.064571045	0.277417259	-0.231730858	0.509597784	-0.144124681	1.144930199	-0.360305319	0.276721905	0.30999015	0.53720144	0.037901857	0.451178149	-0.18893769	0.49935871	0.55408849	0.491454979	0.837005404	-0.361615724	0.153443861	0.38819659	0.195403137	0.655427656	0.130658086
JCAD	-0.060956942	-0.004345883	-0.11459705	0.197744045	0.238460374	-0.1188155	-0.196000558	0.228884677	0.1761653	0.747446676	0.182265759	-0.631395671	0.315108374	0.617035987	0.263503025	0.34358942	-0.700463538	0.229179556	0.152356141	0.651605698	0.193501326	0.047077957	0.177646484	-0.666554154	0.471295053	-0.202126456	0.347545231
JCHAIN	2.050937557	0.316106672	-0.75534389	0.83961207	-0.052053774	1.029798292	-1.318691631	2.329395824	-1.754823772	-0.628723758	-0.829141103	0.779682316	0.388481912	-0.046685486	0.499718622	0.33919661	-1.95990309	-0.181258422	1.884806957	0.49895657	-0.925800096	0.056966126	1.291639888	-0.949316874	0.224855102	0.644048423	0.741391751
